Ref,ProgAbbrName,SEX,CGPA,Semester1,Semester2,Semester3,Semester4,Semester5,Semester6,Semester7,Semester8,GRADUATED
STU5314,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,4,4,3,4,4,1
STU5315,B.NSc. (N/P),0,4,3,3,4,4,4,4,4,5,1
STU5316,B.Sc. EMWR,1,3,2,2,2,3,3,2,2,3,1
STU5317,B.Sc. ABE,1,3,3,3,2,3,3,3,3,3,1
STU5318,B.Comm. (New Programme),1,4,3,3,3,3,4,4,4,3,1
STU5319,B.Sc. IT,1,2,2,1,0,4,2,2,1.5,1,0
STU5320,B.Sc. IT,1,2,2,2,1.5,3,2,1.5,1,1.5,0
STU5321,B.Sc. Ani. Sci.,0,3,3,3,3,4,4,4,3,3,1
STU5322,BACHELOR OF ARTS IN HUMANITIES,1,2,3,3,2,2,3,2,3,3,0
STU5323,B.NSc. (N/P),0,3,3,3,3,3,4,3,3,3,1
STU5324,B.Comm. (New Programme),1,0,3,3,2,2,3,3,2,0,0
STU5325,B.Sc. Agric. Ed.,1,3,3,2,1.5,3,3,3,2,2,1
STU5326,B.Sc. Agric. Ed.,1,3,3,2,2,3,3,4,2,2,1
STU5327,B.Sc. Ani. Sci.,0,3,3,3,3,4,3,4,3,4,1
STU5328,BACHELOR OF SCIENCE,1,3,3,4,3,4,2,2,2,0,0
STU5329,B.Sc. Agric. Ed.,1,3,3,4,2,3,3,5,2,3,1
STU5330,B.Comm. (New Programme),1,0,3,3,2,3,4,3,2,0,0
STU5331,BACHELOR OF ARTS IN HUMANITIES,0,3,3,2,3,3,3,3,2,3,0
STU5332,B.Sc. Hort.,0,3,2,2,2,3,3,4,2,3,1
STU5333,B.Sc. Hort.,0,3,3,3,2,4,4,4,3,4,1
STU5334,B.Sc. Agric. Econ. and AgBMgt.,1,3,2,3,3,3,3,4,2,3,1
STU5335,B.Comm. (New Programme),0,3,2,1.5,2,3,3,3,3,3,0
STU5336,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,2,2,3,2,3,3,1
STU5337,B.Sc. Agron.,1,3,3,2,2,3,3,4,3,3,1
STU5338,BACHELOR OF ARTS IN HUMANITIES,1,3,3,3,2,2,2,3,3,3,1
STU5339,B.NSc. (N/P),0,4,4,3,4,3,4,4,5,5,1
STU5340,B.Comm. (New Programme),1,3,3,3,2,3,4,3,2,2,1
STU5341,B.Comm. (New Programme),0,3,3,3,3,4,4,4,4,3,1
STU5342,B.A. Humanities (IDE),0,2,2,2,2,2,1.5,2,2,2,0
STU5343,B.Ed. Secondary (Humanities),1,3,3,3,2,3,2,3,2,2,1
STU5344,B.Comm. (New Programme),1,3,3,1.5,2,3,3,3,3,3,1
STU5345,B.Sc. Cons. Sci.,1,0,1.5,1.5,1,2,2,5,0,0,0
STU5346,B.Sc. Agric. Ed.,1,3,4,3,3,3,3,4,3,3,1
STU5347,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,2,3,3,3,3,3,1
STU5348,B.Ed. Secondary (Commerce - IDE),1,3,2,2,2,3,3,3,2,2,1
STU5349,BACHELOR OF ARTS IN HUMANITIES,0,2,3,3,2,2,3,3,2,1.5,0
STU5350,BACHELOR OF SCIENCE,1,2,2,2,2,4,3,2,1,1.5,0
STU5351,B.Sc. Ani. Sci. (Dairy Option),0,3,2,2,2,3,3,4,2,3,1
STU5352,BACHELOR OF SCIENCE,0,3,2,2,3,3,3,3,3,3,1
STU5353,B.Sc. IT,1,2,2,1,1.5,3,3,3,2,2,0
STU5354,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,3,2,3,3,3,3,3,0
STU5355,B.NSc. (N/P),1,3,3,2,2,3,3,3,3,4,1
STU5356,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,4,2,4,4,3,3,3,1
STU5357,BACHELOR OF SCIENCE,0,3,2,2,3,3,4,3,3,3,0
STU5358,B.Ed. Secondary (Business Education),1,3,3,3,3,3,3,4,3,4,1
STU5359,BACHELOR OF SCIENCE,0,3,2,2,2,4,3,3,2,2,1
STU5360,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,3,4,4,2,3,1
STU5361,BACHELOR OF SOCIAL WORK,0,3,2,3,2,3,2,3,3,4,1
STU5362,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,1.5,2,2,0,2,2,1,1.5,1.5,0
STU5363,B.Sc. EMOSH,0,3,3,2,2,4,3,3,2,3,0
STU5364,BACHELOR OF ARTS IN HUMANITIES,1,3,3,3,3,3,3,4,3,3,1
STU5365,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,2,3,4,3,3,3,1
STU5366,BACHELOR OF SOCIAL WORK,0,3,3,3,3,3,3,3,3,4,1
STU5367,B.Sc. Agric. Econ. and AgBMgt.,1,4,3,4,3,4,3,4,3,4,1
STU5368,B.NSc. (N/P),1,4,3,3,3,4,4,4,4,4,1
STU5369,B.Sc. Agron.,1,3,3,4,3,3,4,4,3,3,1
STU5370,B.Sc. ABE,1,3,3,2,3,3,3,4,3,4,1
STU5371,B.Comm. (New Programme),0,3,3,3,3,3,2,3,3,3,1
STU5372,B.Sc. Agron.,1,3,2,3,3,4,3,5,3,4,1
STU5373,B.Comm. (New Programme),0,3,2,2,2,3,3,3,2,3,1
STU5374,BACHELOR OF ARTS IN HUMANITIES,1,3,3,3,2,3,2,3,3,3,1
STU5375,B.Comm. (New Programme),0,2,2,2,1.5,3,3,2,2,2,0
STU5376,B.Sc. Ani. Sci.,0,4,4,4,4,4,4,4,4,4,1
STU5377,B.NSc. (N/P),0,3,2,2,3,3,0,3,2,3,1
STU5378,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,2,2,2,2,0
STU5379,B.Ed. Secondary (Commerce - IDE),0,3,2,2,2,3,2,2,2,3,1
STU5380,BACHELOR OF SCIENCE,0,3,3,3,2,3,3,3,2,2,0
STU5381,B.Comm. (New Programme),1,0,1.5,1,2,1,1.5,2,0,0,0
STU5382,B.Comm. (New Programme),1,3,4,4,3,4,4,4,4,2,1
STU5383,B.Sc. Agric. Ed.,0,4,4,4,3,4,4,5,3,4,1
STU5384,BACHELOR OF SOCIAL WORK,0,3,3,4,3,3,3,3,3,4,1
STU5385,B.Sc. Cons. Sci.,1,3,3,2,2,3,4,5,2,3,1
STU5386,B.Sc. Cons. Sci. Ed.,0,2,1.5,2,2,3,2,3,2,2,0
STU5387,B.Ed. Secondary (Science),1,3,3,3,2,2,4,3,3,3,1
STU5388,B.Sc. Agron.,0,3,2,2,2,3,2,4,2,3,1
STU5389,B.Comm. (New Programme),1,3,3,2,2,3,4,4,3,3,1
STU5390,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,3,3,3,3,2,1
STU5391,BACHELOR OF SCIENCE,1,3,3,3,2,3,4,3,2,3,1
STU5392,B.Sc. Cons. Sci. Ed.,1,3,3,3,3,3,4,5,4,3,1
STU5393,B.Comm. (New Programme),1,3,2,2,2,3,3,3,2,2,1
STU5394,B.Sc. Agric. Ed.,1,3,3,3,2,3,3,4,2,2,1
STU5395,B.Sc. Agric. Ed.,1,3,3,3,1.5,3,3,5,2,3,1
STU5396,B.NSc. (N/P),1,4,4,3,4,4,0,4,3,3,1
STU5397,B.Sc. ABE,1,3,4,3,3,4,4,3,3,3,1
STU5398,B.NSc. (N/P),0,4,4,3,3,4,4,4,4,4,1
STU5399,B.Sc. Hort.,1,3,3,3,2,3,3,3,2,3,0
STU5400,BACHELOR OF SOCIAL WORK,0,3,3,3,3,3,3,3,3,4,1
STU5401,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,2,3,2,2,3,3,1
STU5402,BACHELOR OF SOCIAL WORK,1,2,1.5,2,2,3,2,2,1.5,3,0
STU5403,B.A. Humanities (IDE),0,2,2,2,2,2,2,2,3,2,0
STU5404,B.Ed. Secondary (Humanities),0,3,2,3,2,3,3,3,3,4,1
STU5405,B.Sc. Agric. Ed.,0,4,4,4,3,3,4,5,3,4,1
STU5406,B.Ed. Secondary (Science),0,2,2,2,1,3,3,2,2,2,0
STU5407,B.Sc. IT,1,3,2,1,2,4,4,3,3,3,1
STU5408,B.Sc. EMOSH,0,3,0,0,0,0,3,3,3,4,1
STU5409,B.Sc. Cons. Sci. Ed.,0,3,2,3,2,3,3,3,3,3,1
STU5410,B.Sc. FSNT,0,4,4,3,4,3,3,4,4,4,1
STU5411,B.Sc. Ani. Sci.,1,4,4,4,3,4,4,4,4,4,1
STU5412,B.Sc. Agric. Ed.,0,3,3,3,2,3,3,4,2,2,1
STU5413,B.Sc. TADM,0,3,1.5,3,2,3,3,4,3,2,0
STU5414,BACHELOR OF SOCIAL WORK,0,3,2,3,2,3,3,3,3,3,1
STU5415,B.Sc. Agric. Ed.,1,3,2,2,2,3,3,5,3,2,0
STU5416,BACHELOR OF SCIENCE,1,1.5,1.5,2,1.5,1,3,2,1,0,0
STU5417,B.NSc. (N/P),0,3,3,2,3,2,0,3,3,4,1
STU5418,B.Comm. (New Programme),1,3,2,2,1.5,4,3,3,3,3,1
STU5419,B.Sc. EMWR,1,2,3,3,2,3,3,2,1.5,2,0
STU5420,B.Comm. (New Programme),0,3,3,2,1.5,4,3,3,3,3,1
STU5421,BACHELOR OF ARTS IN HUMANITIES,0,2,3,2,2,2,3,2,2,3,0
STU5422,BACHELOR OF SCIENCE,1,5,4,4,4,5,5,5,5,5,1
STU5423,BACHELOR OF ARTS IN HUMANITIES,0,2,1.5,2,2,2,2,3,1.5,2,0
STU5424,B.Sc. EMOSH,0,2,2,2,2,3,2,3,1.5,2,0
STU5425,B.NSc. (N/P),0,3,3,3,2,3,3,3,4,4,1
STU5426,B.Ed. Secondary - IDE,0,2,2,2,1.5,3,3,3,2,3,0
STU5427,B.Sc. Cons. Sci. Ed.,0,3,2,2,2,3,3,4,3,3,1
STU5428,B.Sc. Comp. Sc. Ed.,1,2,2,1.5,2,3,3,2,2,1,0
STU5429,B.Sc. Agron.,1,2,3,3,2,2,2,4,1,2,0
STU5430,B.Comm. (New Programme),1,3,3,3,2,3,4,3,3,2,1
STU5431,B.Sc. Hort.,1,2,2,2,1.5,2,2,3,2,3,0
STU5432,B.Sc. Cons. Sci. Ed.,0,3,2,4,3,3,3,5,3,3,1
STU5433,B.Ed. Secondary (Humanities),0,3,2,2,3,3,3,3,3,4,1
STU5434,B.Sc. Agric. Ed.,1,4,4,4,3,3,3,4,4,4,1
STU5435,B.Sc. ABE,0,3,3,2,2,4,4,3,3,3,1
STU5436,B.NSc. (N/P),0,2,2,2,2,0,3,3,2,2,0
STU5437,B.Sc. Ani. Sci.,1,3,3,3,2,3,3,4,2,3,1
STU5438,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,3,3,3,4,1
STU5439,B.Sc. Cons. Sci.,0,3,2,2,2,3,3,3,3,3,1
STU5440,B.Comm. (New Programme),1,3,3,3,2,4,4,3,3,3,1
STU5441,B.NSc. (N/P),0,3,3,3,2,3,0,3,2,3,1
STU5442,B.Comm. (New Programme),1,3,3,2,1.5,3,3,3,3,3,0
STU5443,B.Comm. (New Programme),1,3,3,3,3,3,3,3,3,3,1
STU5444,B.Comm. (New Programme),0,3,2,2,2,3,3,3,3,3,1
STU5445,B.Comm. (New Programme),0,3,2,3,2,4,3,3,2,2,1
STU5446,B.Comm. (New Programme),0,2,2,2,1.5,3,3,3,2,2,0
STU5447,BACHELOR OF ARTS IN HUMANITIES,0,2,3,3,2,3,2,2,2,2,0
STU5448,B.Comm. (New Programme),1,3,3,3,2,3,4,3,2,3,1
STU5449,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,2,2,2,2,3,3,1
STU5450,B.Sc. Cons. Sci.,0,3,2,3,2,2,3,3,3,3,1
STU5451,B.NSc. (N/P),0,3,3,3,3,3,3,3,3,3,1
STU5452,B.Sc. Agron.,1,1.5,2,1.5,1.5,3,2,2,0,1,0
STU5453,B.Ed. Secondary (Humanities),0,2,2,2,2,2,2,3,2,2,0
STU5454,B.A. Humanities (IDE),0,3,2,2,2,3,2,2,3,3,1
STU5455,BACHELOR OF ARTS IN HUMANITIES,1,2,3,3,2,2,2,2,3,2,0
STU5456,B.Ed. Secondary (Humanities),0,3,2,3,2,3,3,3,2,3,1
STU5457,B.NSc. (N/P),0,3,3,3,3,4,4,4,3,4,1
STU5458,B.NSc. (N/P),0,4,4,3,4,4,5,4,4,4,1
STU5459,BACHELOR OF SCIENCE,0,1.5,2,3,1.5,2,2,1.5,0,1,0
STU5460,B.Sc. EHS (N/P),0,2,3,2,1,3,2,2,2,2,0
STU5461,B.Comm. (New Programme),1,3,3,3,2,2,2,2,2,3,0
STU5462,B.NSc. (N/P),1,4,3,3,3,4,4,4,4,4,1
STU5463,BACHELOR OF SCIENCE,1,3,3,3,4,4,3,3,3,3,1
STU5464,B.Sc. Ani. Sci.,0,3,3,2,2,3,3,4,3,3,1
STU5465,B.Sc. EMWR,1,2,1.5,2,2,3,2,1.5,1.5,1.5,0
STU5466,B.NSc. (N/P),0,4,3,3,3,3,4,4,4,4,1
STU5467,BACHELOR OF ARTS IN HUMANITIES,1,3,3,3,3,3,3,3,3,3,1
STU5468,BACHELOR OF SOCIAL WORK,1,2,2,2,2,3,2,2,3,3,0
STU5469,B.Comm. (New Programme),0,3,2,3,2,3,3,4,3,3,1
STU5470,B.Sc. Agric. Ed.,1,3,2,3,2,3,3,4,3,3,1
STU5471,B.Sc. Cons. Sci. Ed.,0,3,3,3,3,3,4,4,4,3,1
STU5472,B.NSc. (N/P),0,3,3,2,3,2,2,2,3,3,1
STU5473,B.Comm. (New Programme),1,3,4,4,3,2,3,4,3,4,1
STU5474,BACHELOR OF SCIENCE,0,5,4,5,5,5,5,5,5,4,1
STU5475,B.Ed. Secondary (Business Education),1,2,2,2,2,2,2,2,2,2,0
STU5476,B.Comm. (New Programme),0,3,4,3,3,4,3,3,3,4,1
STU5477,B.Sc. ABE,1,3,3,3,2,3,3,4,3,3,1
STU5478,B.Sc. FSNT,0,3,2,2,2,2,3,4,3,3,1
STU5479,B.NSc. (N/P),0,3,3,3,3,3,3,4,3,3,1
STU5480,BACHELOR OF SOCIAL WORK,0,3,2,3,2,3,3,3,3,4,1
STU5481,B.Ed. Secondary (Science),1,3,3,3,2,4,3,2,2,3,0
STU5482,B.Ed. Secondary - IDE,1,3,2,2,2,3,3,3,2,4,1
STU5483,B.Sc. Agricultural Extension,1,3,2,3,2,3,3,4,4,3,1
STU5484,B.Ed. Secondary (Business Education),0,3,1.5,1.5,2,3,4,3,3,2,0
STU5485,B.Sc. Cons. Sci.,0,3,3,3,2,3,3,4,3,3,1
STU5486,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,4,3,3,3,4,2,4,4,1
STU5487,B.Sc. Agric. Ed.,0,3,3,3,2,4,4,5,3,4,1
STU5488,BACHELOR OF SCIENCE,0,2,2,2,2,2,2,2,1,2,0
STU5489,BACHELOR OF SCIENCE,1,3,3,3,2,5,4,3,2,3,1
STU5490,B.Comm. (New Programme),1,3,3,3,3,3,4,3,3,3,1
STU5491,BACHELOR OF ARTS IN HUMANITIES,0,3,2,2,2,2,3,3,3,3,1
STU5492,B.Ed. Secondary (Humanities),1,2,2,3,2,2,2,2,2,3,0
STU5493,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,3,2,2,3,0
STU5494,B.Sc. Agric. Econ. and AgBMgt.,0,3,3,3,3,3,3,4,3,4,1
STU5495,B.Sc. Agron.,1,3,3,3,2,4,4,4,3,3,1
STU5496,BACHELOR OF SCIENCE,1,2,1.5,2,3,3,2,2,0,0,0
STU5497,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,3,3,3,3,3,3,1
STU5498,B.Sc. Agric. Ed.,1,3,3,3,2,3,3,4,3,3,1
STU5499,BACHELOR OF SCIENCE,0,3,3,2,2,4,4,3,2,3,1
STU5500,B.Sc. Agron.,1,2,2,2,1.5,3,2,4,1,2,0
STU5501,BACHELOR OF SCIENCE,0,3,3,3,2,3,3,3,3,3,1
STU5502,B.Sc. Ani. Sci.,1,3,3,3,2,3,2,3,2,2,1
STU5503,B.Sc. Agron.,1,3,2,2,2,3,3,4,3,4,1
STU5504,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,2,3,2,2,3,3,2,3,1
STU5505,BACHELOR OF SCIENCE,0,2,2,2,2,4,2,3,2,1.5,0
STU5506,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,3,3,3,3,3,3,1
STU5507,B.Sc. Ani. Sci.,1,3,2,3,3,3,3,4,2,3,1
STU5508,B.NSc. (N/P),0,3,3,3,3,4,4,4,4,3,1
STU5509,B.NSc. (N/P),0,4,4,4,4,4,4,4,4,4,1
STU5510,BACHELOR OF SCIENCE,1,3,2,2,2,2,4,4,4,3,0
STU5511,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,0,4,4,2,3,2,0,0,0,0
STU5512,B.Comm. (New Programme),1,0,3,2,1.5,2,3,3,1.5,0,0
STU5513,BACHELOR OF SCIENCE,0,3,3,3,4,5,4,3,2,3,1
STU5514,B.Ed. Secondary (Business Education),0,3,3,2,3,3,2,3,3,3,1
STU5515,B.NSc. (N/P),0,3,3,2,3,3,3,3,3,3,1
STU5516,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,3,3,3,3,3,1
STU5517,B.Sc. Agron.,1,3,4,3,2,4,3,4,3,3,1
STU5518,B.Sc. Agron.,1,3,3,2,2,4,4,4,2,3,1
STU5519,B.Ed. Secondary (Commerce - IDE),1,2,2,2,2,3,3,2,1.5,3,0
STU5520,B.Comm. (New Programme),1,3,2,2,1.5,4,4,3,2,2,1
STU5521,B.Sc. Agric. Ed.,1,3,3,4,2,3,3,4,2,3,1
STU5522,B.Sc. Ani. Sci. (Dairy Option),1,1.5,3,2,2,2,0,2,0,0,0
STU5523,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,3,3,3,3,3,1
STU5524,B.Comm. (New Programme),0,3,3,2,2,4,3,3,4,3,1
STU5525,BACHELOR OF ARTS IN HUMANITIES,0,3,2,3,3,2,3,3,2,3,1
STU5526,B.Comm. (New Programme),1,3,2,2,2,3,4,3,3,2,0
STU5527,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,2,2,2,4,4,2,2,1.5,0
STU5528,B.Comm. (New Programme),1,3,3,2,2,3,4,3,4,3,1
STU5529,B.Sc. Cons. Sci.,1,0,2,3,3,3,4,3,1.5,0,0
STU5530,B.Comm. (New Programme),1,3,2,2,2,4,4,3,2,2,1
STU5531,B.Sc. EMWR,1,4,3,3,3,4,4,3,4,4,1
STU5532,B.Sc. FSNT,0,3,3,3,3,3,3,4,2,4,1
STU5533,B.NSc. (N/P),0,3,3,3,3,3,3,3,3,3,1
STU5534,BACHELOR OF ARTS IN HUMANITIES,1,3,3,3,2,2,3,2,3,3,1
STU5535,B.Comm. (New Programme),0,3,3,2,2,3,3,3,3,3,0
STU5536,B.A. Humanities (IDE),0,2,3,3,2,2,2,2,2,2,0
STU5537,B.Sc. EMWR,1,2,2,2,1.5,3,2,2,1.5,1.5,0
STU5538,B.Sc. Ani. Sci. (Dairy Option),0,3,3,2,1.5,2,2,4,2,3,0
STU5539,BACHELOR OF SOCIAL WORK,0,3,2,3,2,2,3,3,2,3,1
STU5540,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,2,2,2,2,3,3,1
STU5541,B.Sc. Agric. Econ. and AgBMgt.,1,3,2,3,1.5,3,2,4,2,2,0
STU5542,BACHELOR OF SCIENCE,1,3,3,3,2,3,3,3,2,3,1
STU5543,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,3,2,3,3,2,3,3,0
STU5544,B.Sc. Cons. Sci.,0,3,2,3,2,2,3,5,3,3,1
STU5545,B.Ed. Primary (IDE),0,3,3,3,4,3,2,2,2,3,0
STU5546,B.Ed. Secondary (Business Education),0,2,2,2,2,3,2,2,2,0,0
STU5547,B.Sc. ABE,1,3,4,4,3,4,3,3,3,4,1
STU5548,B.Comm. (New Programme),0,3,1.5,3,1.5,3,3,4,2,2,0
STU5549,BACHELOR OF SCIENCE,0,3,2,2,2,3,3,3,3,3,1
STU5550,B.Ed. Secondary (Business Education),0,3,3,2,3,3,4,4,4,3,1
STU5551,B.Comm. (New Programme),0,4,3,3,4,3,4,4,4,4,1
STU5552,BACHELOR OF SCIENCE,1,2,2,2,1,3,2,1.5,0,1.5,0
STU5553,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,4,3,3,4,3,4,1
STU5554,B.Sc. Cons. Sci.,0,3,4,3,3,3,3,4,3,3,1
STU5555,B.Comm. (New Programme),0,3,3,3,3,3,4,3,3,3,1
STU5556,B.Sc. Agricultural Extension,1,3,3,2,1,3,3,4,0,3,0
STU5557,BACHELOR OF SCIENCE,0,2,2,2,1.5,2,2,3,2,3,0
STU5558,B.Sc. Agric. Ed.,0,2,2,2,1,3,2,4,2,2,0
STU5559,B.Sc. Agric. Ed.,0,3,3,2,2,4,3,3,3,2,1
STU5560,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,3,2,2,2,2,2,3,3,3,1
STU5561,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,2,3,2,3,3,3,3,3,1
STU5562,B.Sc. Cons. Sci.,0,3,2,2,2,3,3,5,4,3,1
STU5563,B.Ed. Secondary (Science),1,2,2,2,2,3,2,3,2,2,0
STU5564,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,3,3,3,3,3,2,3,3,1.5,0
STU5565,BACHELOR OF ARTS IN HUMANITIES,0,3,3,2,2,2,2,3,3,3,1
STU5566,BACHELOR OF SCIENCE,0,3,3,3,4,4,4,3,2,2,0
STU5567,B.NSc. (N/P),0,4,3,3,3,4,4,4,3,4,1
STU5568,BACHELOR OF ARTS IN HUMANITIES,0,2,3,2,2,2,1.5,2,2,2,0
STU5569,B.NSc. (N/P),0,4,4,4,4,4,5,4,4,4,1
STU5570,BACHELOR OF ARTS IN HUMANITIES,1,2,1,2,1.5,2,2,2,2,1.5,0
STU5571,B.A. Humanities (IDE),0,2,2,2,2,2,2,2,2,2,0
STU5572,B.Ed. Secondary (Science),1,2,2,2,1.5,3,2,3,2,0,0
STU5573,B.Comm. (New Programme),1,3,4,3,3,4,4,3,3,3,1
STU5574,B.Ed. Secondary (Science),0,3,3,2,2,3,3,3,3,3,1
STU5575,B.Comm. (New Programme),0,3,3,2,1.5,3,3,3,3,3,0
STU5576,B.Sc. Hort.,0,3,3,2,1.5,3,3,4,2,4,1
STU5577,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,3,3,3,2,4,4,1
STU5578,B.Comm. (New Programme),1,3,3,3,3,3,4,3,3,3,1
STU5579,B.Ed. Secondary (Business Education),0,3,2,2,2,3,3,3,2,4,1
STU5580,B.Sc. EMOSH,1,2,2,2,2,3,2,2,1.5,2,0
STU5581,B.A. JMC,0,2,1.5,2,1.5,2,2,2,3,2,0
STU5582,B.Comm. (New Programme),1,4,3,3,3,4,4,4,4,4,1
STU5583,B.Comm. (New Programme),0,4,4,4,4,3,4,4,4,3,1
STU5584,B.Comm. (New Programme),0,3,2,2,1.5,3,3,2,4,3,1
STU5585,B.Comm. (New Programme),0,3,3,3,3,4,4,4,3,3,1
STU5586,B.Sc. Agron.,0,4,4,3,3,4,3,4,2,4,1
STU5587,B.NSc. (N/P),0,3,3,2,3,3,3,3,3,3,1
STU5588,B.Sc. Cons. Sci.,0,3,4,4,2,3,4,4,3,3,1
STU5589,B.Sc. Agric. Econ. and AgBMgt.,1,3,3,3,3,3,3,4,2,3,1
STU5590,B.Sc. EMOSH,0,3,0,0,0,0,3,3,3,3,1
STU5591,B.Comm. (New Programme),1,3,2,2,2,3,3,3,2,2,1
STU5592,B.A. JMC,0,2,2,2,2,2,2,2,0,2,0
STU5593,B.Ed. Secondary (Business Education),0,3,3,4,3,3,4,3,3,3,1
STU5594,B.Sc. Agricultural Extension,1,3,3,4,3,2,3,4,4,4,1
STU5595,BACHELOR OF ARTS IN HUMANITIES,1,3,2,2,3,2,2,2,3,3,1
STU5596,BACHELOR OF ARTS IN SOCIAL SCIENCES,1,2,1.5,1.5,0,3,2,2,2,2,0
STU5597,BACHELOR OF SOCIAL WORK,1,2,2,2,1,1.5,1.5,1,2,4,0
STU5598,B.Ed. Secondary (Science),0,3,2,2,2,3,4,3,3,2,0
STU5599,B.Sc. Ani. Sci. (Dairy Option),0,3,3,3,2,4,2,4,2,3,1
STU5600,B.Ed. Secondary - IDE,1,2,2,3,2,3,3,2,2,2,0
STU5601,B.Ed. Secondary (Business Education),0,3,2,2,2,3,4,3,2,3,0
STU5602,BACHELOR OF SCIENCE,0,2,1.5,1.5,2,3,4,2,2,0,0
STU5603,B.Sc. Agric. Econ. and AgBMgt.,1,3,2,3,3,3,3,4,2,3,0
STU5604,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,4,4,4,4,4,4,3,4,4,1
STU5605,B.NSc. (N/P),1,3,3,3,3,3,3,3,3,2,0
STU5606,B.Ed. Secondary (Business Education),1,3,0,0,2,3,3,3,3,2,1
STU5607,BACHELOR OF ARTS IN HUMANITIES,1,2,2,3,2,2,1.5,3,2,2,0
STU5608,B.Sc. Ani. Sci. (Dairy Option),1,2,3,2,2,2,1.5,2,1.5,2,0
STU5609,B.Sc. Agron.,1,3,3,2,1.5,3,2,4,1.5,2,0
STU5610,B.Sc. EMWR,1,3,2,2,2,4,4,3,3,4,1
STU5611,B.Comm. (New Programme),1,2,2,2,2,3,3,3,2,3,0
STU5612,B.Sc. Agricultural Extension,1,3,2,2,2,3,3,4,4,4,1
STU5613,B.Ed. Secondary (Science),0,2,1.5,2,1,3,3,3,2,2,0
STU5614,BACHELOR OF ARTS IN HUMANITIES,0,2,2,2,2,2,3,2,2,2,0
STU5615,B.Sc. Agron.,1,2,3,2,2,3,2,4,0,2,0
STU5616,B.Sc. Ani. Sci.,1,3,3,2,2,3,3,4,3,3,1
STU5617,BACHELOR OF SCIENCE,1,3,3,3,2,3,3,3,3,3,1
STU5618,B.Sc. Agric. Econ. and AgBMgt.,1,2,2,2,1.5,2,3,2,3,3,0
STU5619,B.Comm. (New Programme),0,3,2,2,2,4,3,3,3,3,1
STU5620,B.Comm. (New Programme),1,3,3,3,2,4,4,3,3,2,1
STU5621,B.Ed. Secondary (Humanities),0,3,3,3,2,2,2,3,3,4,1
STU5622,B.Comm. (New Programme),0,2,2,1.5,2,3,3,3,2,2,0
STU5623,BACHELOR OF SCIENCE,0,3,2,1.5,3,3,4,4,3,4,0
STU5624,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,2,2,2,2,3,4,2,2,2,0
STU5625,B.NSc. (N/P),0,4,4,3,4,3,4,4,4,4,1
STU5626,B.Comm. (New Programme),1,2,2,2,1.5,4,4,3,2,1.5,0
STU5627,BACHELOR OF ARTS IN SOCIAL SCIENCES,0,1.5,1.5,2,2,1.5,0,1.5,0,0,0
STU5628,BACHELOR OF SCIENCE,0,4,4,3,3,4,5,5,4,5,1
STU5629,B.Ed. Secondary (Science),1,3,2,3,3,4,3,2,3,3,0
STU5630,B.Sc. Ani. Sci.,0,3,3,3,2,4,3,4,3,3,1
STU5631,B.Comm. (New Programme),1,4,4,4,4,4,4,4,4,3,1
STU5632,BACHELOR OF SCIENCE,0,3,2,2,1,3,3,3,3,2,0
STU5633,B.A. JMC,0,2,2,3,2,1,1.5,2,1.5,1.5,0
STU5634,B.Sc. Hort.,0,3,3,3,2,3,4,3,3,4,1
STU5635,B.NSc. (N/P),1,0,3,2,2,3,3,3,3,0,0
STU5636,BACHELOR OF ARTS IN HUMANITIES,0,3,3,3,2,2,2,3,3,3,1
